Shift,Material,Department,Machine,Process Type,Outside Process,Outside Process Type,Hardware,Hardware Type,Deburr,Total Parts,Defect Count,Defect Rate,Thread,Defect Type,Possible Cause,Production Cost
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,Doosan_HC400_II,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,1427,33,2.34,Yes,Scratches,Damaged_When_Shipped_To_Customer,514
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Big_Wia,Secondary_Operation,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,1225,38,3.09,Yes,Thread_Defect,Programming_Error,879
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,Doosan_HC400_II,High_Precision,Yes,Passivation,Yes,Screw,Part_Deburred_On_Machine,2023,62,3.05,No,Incorrect_Hole_Size,Incorrect_Tool_Used,1241
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,High_Precision,Yes,Clear_Chromate,Yes,Bolts,Manually Deburred,1648,52,3.18,Yes,Scratches,Operator_Mistake,1133
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_3,Tight_Tolerance,No,None,Yes,Fasteners,Part_Deburred_On_Machine,1954,51,2.61,Yes,Damage_To_Surface,Damaged_When_Shipped_To_Customer,798
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Miyano_BND,Standard,No,None,Yes,Fasteners,Part_Deburred_On_Machine,538,9,1.75,No,Incorrect_Depth,Programming_Error,252
First 6:00AM-2:30PM,7075 Aluminum,Mill,Doosan_HC400_II,Tight_Tolerance,Yes,Gold_Anodize,Yes,Screw,Part_Deburred_On_Machine,713,22,3.13,Yes,Material_Cut_Too_Small,Damaged_When_Shipped_To_Customer,721
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_3,High_Precision,No,None,No,None,Manually Deburred,2993,6,0.21,Yes,Missing_Feature,Operator_Mistake,185
First 6:00AM-2:30PM,430 Stainless Steel,Mill,Matsuura_MAM72,Standard,No,None,Yes,Screw,Manually Deburred,2536,24,0.95,Yes,Damage_To_Surface,Careless_Deburring,469
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Big_Wia,High_Precision,Yes,Beadblast,No,None,Manually Deburred,1679,12,0.72,Yes,Missing_Feature,Damaged_When_Shipped_To_Customer,563
First 6:00AM-2:30PM,303 Stainless Steel,Mill,YCM_3,High_Precision,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,57,2,3.59,Yes,Damage_To_Surface,Machine_Broke_Down,161
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Small_Wia,High_Precision,Yes,Gold_Anodize,No,None,Manually Deburred,1587,11,0.69,No,Dent,Incorrect_Print,550
First 6:00AM-2:30PM,Steel,Mill,YCM_3,Standard,Yes,Gold_Anodize,No,None,Manually Deburred,218,8,3.52,No,Out_Of_Tolerance,Careless_Deburring,511
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Big_Wia,High_Precision,Yes,Zinc_Plating,Yes,Fasteners,Part_Deburred_On_Machine,887,29,3.22,No,Material_Cut_Too_Small,Incorrect_Revision_Level,812
First 6:00AM-2:30PM,303 Stainless Steel,Mill,Doosan_HC400_II,Surface_Finish_Critical,Yes,Zinc_Plating,No,None,Manually Deburred,1571,56,3.55,No,Material_Cut_Too_Small,Tool_On_Machine_Broke,1135
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Big_Wia,Standard,No,None,Yes,Fasteners,Manually Deburred,1926,73,3.77,No,Incorrect_Depth,Part_Lifted_On_Machine,1106
First 6:00AM-2:30PM,7075 Aluminum,Mill,Matsuura_MAM72,Surface_Finish_Critical,No,None,Yes,Hinge,Manually Deburred,229,4,1.81,Yes,Scratches,Operator_Mistake,209
Second 1:30PM to 9:30PM,Steel,Lathe,Samsung_SL15E,Standard,No,None,Yes,Fasteners,Manually Deburred,676,27,4.05,No,Dent,Tool_On_Machine_Broke,508
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_2,Standard,No,None,Yes,Hinge,Manually Deburred,1963,79,4.02,No,Burrs_In_Part,Careless_Deburring,1184
First 6:00AM-2:30PM,6061 Aluminum,Mill,Doosan_HC400_II,Secondary_Operation,No,None,Yes,Screw,Manually Deburred,370,5,1.29,Yes,Incorrect_Engraving,Machine_Broke_Down,222
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_2,Tight_Tolerance,Yes,Clear_Chromate,Yes,Screw,Manually Deburred,1671,53,3.16,Yes,Missing_Feature,Damaged_When_Shipped_To_Customer,1146
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,Yes,Gold_Anodize,Yes,Dowel_Pins,Manually Deburred,2327,103,4.44,Yes,Dent,Careless_Deburring,1796
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_3,Secondary_Operation,Yes,Gold_Anodize,No,None,Manually Deburred,1757,3,0.18,No,Material_Cut_Too_Small,Incorrect_Print,446
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_2,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,282,13,4.61,No,Material_Cut_Too_Small,Damaged_When_Shipped_To_Customer,254
First 6:00AM-2:30PM,7075 Aluminum,Mill,NFX400A,Standard,Yes,Electroless_Nickel_Plating,No,None,Part_Deburred_On_Machine,2923,142,4.84,No,Burrs_In_Part,Operator_Mistake,2231
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_2,Secondary_Operation,Yes,Passivation,No,None,Manually Deburred,106,1,0.73,Yes,Out_Of_Tolerance,Machine_Broke_Down,420
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Small_Wia,Standard,Yes,Passivation,No,None,Manually Deburred,687,30,4.41,No,Incorrect_Engraving,Loaded_Part_On_Wrong_Size,797
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,Surface_Finish_Critical,No,None,No,None,Manually Deburred,723,13,1.86,No,Material_Cut_Too_Small,Careless_Deburring,276
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Small_Wia,Secondary_Operation,No,None,Yes,Bolts,Part_Deburred_On_Machine,1234,22,1.77,No,Material_Cut_Too_Small,Incorrect_Tool_Used,421
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_2,Surface_Finish_Critical,No,None,Yes,Fasteners,Manually Deburred,2085,45,2.18,Yes,Thread_Defect,Programming_Error,742
First 6:00AM-2:30PM,430 Stainless Steel,Mill,NFX400A,Standard,No,None,No,None,Manually Deburred,1526,67,4.39,No,Material_Cut_Too_Small,Incorrect_Tool_Used,978
First 6:00AM-2:30PM,430 Stainless Steel,Mill,NFX400A,High_Precision,Yes,Zinc_Plating,No,None,Part_Deburred_On_Machine,2700,53,1.95,No,Missing_Feature,Programming_Error,1074
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,Surface_Finish_Critical,Yes,Beadblast,No,None,Part_Deburred_On_Machine,368,10,2.71,No,Burrs_In_Part,Operator_Mistake,515
First 6:00AM-2:30PM,7075 Aluminum,Mill,NFX400A,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,2723,106,3.88,Yes,Scratches,Careless_Deburring,1463
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Miyano_BND,Secondary_Operation,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,2908,10,0.34,No,Scratches,Operator_Mistake,265
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Big_Wia,Secondary_Operation,Yes,Colored_Hard_Anodize,No,None,Manually Deburred,426,1,0.25,Yes,Damage_To_Surface,Loaded_Part_On_Wrong_Size,420
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,Matsuura_MAM72,Tight_Tolerance,No,None,Yes,Screw,Manually Deburred,2052,40,1.95,Yes,Incorrect_Engraving,Measurement_Error,677
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_3,Standard,Yes,Clear_Chromate,No,None,Manually Deburred,295,9,2.98,No,Damage_To_Surface,Part_Lifted_On_Machine,524
First 6:00AM-2:30PM,304 Stainless Steel,Mill,Matsuura_MAM72,Standard,Yes,Colored_Paint,No,None,Part_Deburred_On_Machine,2645,12,0.47,No,Damage_To_Surface,Incorrect_Revision_Level,541
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Samsung_SL15E,High_Precision,No,None,Yes,Dowel_Pins,Manually Deburred,2637,117,4.45,Yes,Thread_Defect,Programming_Error,1678
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,NFX400A,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,1296,56,4.32,No,Damage_To_Surface,Machine_Broke_Down,813
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Big_Wia,Surface_Finish_Critical,No,None,Yes,Bolts,Manually Deburred,1846,83,4.47,No,Damage_To_Surface,Incorrect_Tool_Used,1236
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,Matsuura_MAM72,Secondary_Operation,No,None,No,None,Manually Deburred,1746,63,3.63,No,Dent,Improper_Setup,926
First 6:00AM-2:30PM,7075 Aluminum,Mill,Doosan_HC400_II,Standard,No,None,Yes,Bolts,Manually Deburred,949,10,1.05,No,Out_Of_Tolerance,Material_Defect,287
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Small_Wia,Secondary_Operation,Yes,Gold_Anodize,Yes,Dowel_Pins,Manually Deburred,480,2,0.34,Yes,Dent,Careless_Deburring,483
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Small_Wia,High_Precision,Yes,Electroless_Nickel_Plating,Yes,Screw,Part_Deburred_On_Machine,1944,60,3.08,No,Burrs_In_Part,Careless_Deburring,1215
Second 1:30PM to 9:30PM,Steel,Mill,YCM_3,Standard,Yes,Chem_Film,Yes,Bolts,Manually Deburred,1169,41,3.52,Yes,Incorrect_Depth,Machine_Broke_Down,990
First 6:00AM-2:30PM,6063 Aluminum,Mill,NFX400A,Secondary_Operation,No,None,Yes,Screw,Manually Deburred,2966,50,1.67,Yes,Dent,Operator_Mistake,807
First 6:00AM-2:30PM,303 Stainless Steel,Mill,Doosan_HC400_II,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,2193,98,4.49,Yes,Dent,Machine_Broke_Down,1359
Second 1:30PM to 9:30PM,Steel,Lathe,Small_Wia,Standard,No,None,Yes,Bolts,Manually Deburred,2223,40,1.82,Yes,Dent,Machine_Broke_Down,677
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_2,Secondary_Operation,Yes,Clear_Chromate,Yes,Fasteners,Part_Deburred_On_Machine,777,3,0.37,No,Damage_To_Surface,Improper_Setup,474
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,NFX400A,Secondary_Operation,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,2932,144,4.9,No,Burrs_In_Part,Operator_Mistake,2257
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,Matsuura_MAM72,High_Precision,No,None,No,None,Part_Deburred_On_Machine,1481,56,3.8,Yes,Missing_Feature,Loaded_Part_On_Wrong_Size,813
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Samsung_SL15E,Standard,Yes,Colored_Hard_Anodize,Yes,Dowel_Pins,Manually Deburred,2507,53,2.13,Yes,Material_Cut_Too_Small,Incorrect_Revision_Level,1146
First 6:00AM-2:30PM,6061 Aluminum,Mill,Doosan_HC400_II,High_Precision,Yes,Colored_Paint,Yes,Hinge,Part_Deburred_On_Machine,1435,43,3.01,Yes,Material_Cut_Too_Small,Careless_Deburring,994
First 6:00AM-2:30PM,303 Stainless Steel,Mill,YCM_3,Secondary_Operation,Yes,Gold_Anodize,Yes,Screw,Manually Deburred,150,6,3.77,Yes,Incorrect_Engraving,Programming_Error,535
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Big_Wia,Standard,Yes,Electroless_Nickel_Plating,No,None,Manually Deburred,845,2,0.24,No,Scratches,Damaged_When_Shipped_To_Customer,433
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Small_Wia,Standard,No,None,Yes,Screw,Part_Deburred_On_Machine,204,3,1.63,Yes,Dent,Tool_On_Machine_Broke,174
Second 1:30PM to 9:30PM,Steel,Lathe,Small_Wia,Secondary_Operation,Yes,White_Paint,No,None,Part_Deburred_On_Machine,866,32,3.7,No,Dent,Careless_Deburring,801
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,Tight_Tolerance,Yes,Electroless_Nickel_Plating,Yes,Screw,Manually Deburred,2329,87,3.72,Yes,Incorrect_Hole_Size,Improper_Setup,1588
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,Standard,No,None,Yes,Screw,Manually Deburred,2309,12,0.5,No,Out_Of_Tolerance,Loaded_Part_On_Wrong_Size,313
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Small_Wia,Surface_Finish_Critical,Yes,Heat_Treatment,Yes,Fasteners,Manually Deburred,2610,125,4.79,Yes,Incorrect_Depth,Loaded_Part_On_Wrong_Size,2082
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Small_Wia,Surface_Finish_Critical,No,None,Yes,Bolts,Manually Deburred,2950,126,4.29,No,Missing_Feature,Damaged_When_Shipped_To_Customer,1795
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_2,Tight_Tolerance,No,None,No,None,Manually Deburred,2236,74,3.32,No,Out_Of_Tolerance,Loaded_Part_On_Wrong_Size,1069
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Small_Wia,Tight_Tolerance,No,None,Yes,Dowel_Pins,Manually Deburred,656,29,4.47,No,Missing_Feature,Incorrect_Tool_Used,534
First 6:00AM-2:30PM,Steel,Mill,Doosan_HC400_II,Surface_Finish_Critical,No,None,No,None,Manually Deburred,2681,80,2.97,Yes,Material_Cut_Too_Small,Programming_Error,1147
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_2,Surface_Finish_Critical,Yes,Clear_Chromate,Yes,Screw,Part_Deburred_On_Machine,1686,74,4.41,Yes,Thread_Defect,Incorrect_Tool_Used,1397
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_3,Surface_Finish_Critical,No,None,Yes,Bolts,Part_Deburred_On_Machine,322,4,1.25,Yes,Burrs_In_Part,Careless_Deburring,187
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_1,High_Precision,Yes,Electroless_Nickel_Plating,Yes,Hinge,Part_Deburred_On_Machine,2230,11,0.5,No,Incorrect_Depth,Machine_Broke_Down,578
First 6:00AM-2:30PM,7075 Aluminum,Mill,NFX400A,High_Precision,Yes,Gold_Anodize,No,None,Manually Deburred,1487,18,1.18,Yes,Out_Of_Tolerance,Operator_Mistake,641
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,307,6,1.9,Yes,Out_Of_Tolerance,Careless_Deburring,163
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Small_Wia,Standard,No,None,No,None,Manually Deburred,1492,73,4.9,Yes,Incorrect_Engraving,Careless_Deburring,1056
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_3,Tight_Tolerance,Yes,Colored_Paint,Yes,Fasteners,Manually Deburred,1675,29,1.72,No,Burrs_In_Part,Incorrect_Tool_Used,834
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Small_Wia,High_Precision,Yes,Chem_Film,Yes,Screw,Part_Deburred_On_Machine,2816,123,4.35,No,Material_Cut_Too_Small,Programming_Error,2034
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Big_Wia,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,2167,40,1.87,No,Burrs_In_Part,Incorrect_Tool_Used,605
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Big_Wia,Secondary_Operation,No,None,Yes,Screw,Part_Deburred_On_Machine,983,7,0.7,Yes,Missing_Feature,Loaded_Part_On_Wrong_Size,226
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Small_Wia,High_Precision,No,None,No,None,Part_Deburred_On_Machine,2252,99,4.4,Yes,Burrs_In_Part,Careless_Deburring,1372
Second 1:30PM to 9:30PM,Steel,Lathe,Small_Wia,Surface_Finish_Critical,Yes,White_Paint,No,None,Manually Deburred,2810,68,2.43,No,Burrs_In_Part,Operator_Mistake,1291
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Small_Wia,High_Precision,Yes,Colored_Hard_Anodize,No,None,Manually Deburred,1821,2,0.14,Yes,Missing_Feature,Tool_On_Machine_Broke,433
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Doosan_HC400_II,Surface_Finish_Critical,No,None,No,None,Manually Deburred,710,23,3.31,No,Missing_Feature,Material_Defect,406
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,Standard,Yes,Nickel_Plating,Yes,Hinge,Part_Deburred_On_Machine,222,4,1.87,No,Dent,Loaded_Part_On_Wrong_Size,487
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Big_Wia,Tight_Tolerance,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,536,3,0.55,Yes,Dent,Improper_Setup,424
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,853,17,2.01,No,Incorrect_Hole_Size,Incorrect_Tool_Used,306
First 6:00AM-2:30PM,6061 Aluminum,Mill,Doosan_HC400_II,Secondary_Operation,No,None,No,None,Manually Deburred,1293,40,3.07,No,Incorrect_Hole_Size,Programming_Error,627
First 6:00AM-2:30PM,7075 Aluminum,Mill,NFX400A,High_Precision,No,None,No,None,Part_Deburred_On_Machine,322,13,4.16,Yes,Missing_Feature,Incorrect_Print,254
First 6:00AM-2:30PM,Steel,Lathe,Samsung_SL15E,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,1234,33,2.66,Yes,Scratches,Damaged_When_Shipped_To_Customer,514
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,No,None,No,None,Manually Deburred,2976,96,3.23,No,Incorrect_Engraving,Improper_Setup,1355
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Doosan_HC400_II,Secondary_Operation,Yes,Chem_Film,Yes,Bolts,Manually Deburred,2403,23,0.94,No,Burrs_In_Part,Operator_Mistake,756
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Big_Wia,Surface_Finish_Critical,No,None,No,None,Manually Deburred,2843,28,0.97,No,Damage_To_Surface,Incorrect_Tool_Used,471
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Big_Wia,Standard,No,None,No,None,Part_Deburred_On_Machine,2392,59,2.48,Yes,Missing_Feature,Material_Defect,852
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Samsung_SL15E,Tight_Tolerance,Yes,Heat_Treatment,No,None,Manually Deburred,1534,70,4.55,Yes,Material_Cut_Too_Small,Improper_Setup,1317
First 6:00AM-2:30PM,303 Stainless Steel,Mill,YCM_1,Surface_Finish_Critical,Yes,Heat_Treatment,Yes,Fasteners,Manually Deburred,2461,51,2.08,Yes,Incorrect_Depth,Improper_Setup,1120
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,Yes,Zinc_Plating,Yes,Screw,Part_Deburred_On_Machine,2169,39,1.81,No,Scratches,Operator_Mistake,942
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Small_Wia,Secondary_Operation,Yes,Zinc_Plating,No,None,Part_Deburred_On_Machine,317,8,2.43,Yes,Incorrect_Engraving,Improper_Setup,489
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Small_Wia,Standard,No,None,No,None,Manually Deburred,2782,69,2.49,No,Burrs_In_Part,Tool_On_Machine_Broke,1004
Second 1:30PM to 9:30PM,Steel,Lathe,Small_Wia,Secondary_Operation,Yes,Nickel_Plating,No,None,Part_Deburred_On_Machine,2499,15,0.59,No,Incorrect_Engraving,Damaged_When_Shipped_To_Customer,580
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Samsung_SL15E,Standard,Yes,Colored_Paint,No,None,Part_Deburred_On_Machine,2327,98,4.22,Yes,Thread_Defect,Improper_Setup,1659
Second 1:30PM to 9:30PM,Steel,Mill,Matsuura_MAM72,Standard,No,None,No,None,Manually Deburred,423,13,3.0,Yes,Incorrect_Hole_Size,Programming_Error,276
First 6:00AM-2:30PM,304 Stainless Steel,Mill,Doosan_HC400_II,Secondary_Operation,Yes,Passivation,Yes,Screw,Part_Deburred_On_Machine,2462,59,2.41,Yes,Dent,Measurement_Error,1202
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_1,Tight_Tolerance,Yes,Chem_Film,No,None,Manually Deburred,1683,81,4.8,No,Burrs_In_Part,Careless_Deburring,1460
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Big_Wia,Tight_Tolerance,No,None,No,None,Manually Deburred,1410,46,3.27,Yes,Dent,Machine_Broke_Down,705
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,Doosan_HC400_II,Secondary_Operation,Yes,Colored_Hard_Anodize,Yes,Bolts,Manually Deburred,2866,70,2.45,No,Incorrect_Hole_Size,Improper_Setup,1367
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,YCM_2,Surface_Finish_Critical,No,None,Yes,Fasteners,Part_Deburred_On_Machine,1812,48,2.63,No,Material_Cut_Too_Small,Programming_Error,759
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_2,Surface_Finish_Critical,No,None,No,None,Manually Deburred,2166,38,1.75,No,Incorrect_Hole_Size,Improper_Setup,601
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Big_Wia,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,1578,75,4.74,No,Incorrect_Engraving,Damaged_When_Shipped_To_Customer,1060
First 6:00AM-2:30PM,430 Stainless Steel,Mill,Doosan_HC400_II,Standard,No,None,No,None,Manually Deburred,2136,24,1.13,No,Incorrect_Engraving,Material_Defect,419
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Small_Wia,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,458,0,0.02,Yes,None,None,85
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,Yes,Beadblast,Yes,Bolts,Manually Deburred,979,25,2.55,No,Missing_Feature,Operator_Mistake,782
First 6:00AM-2:30PM,Steel,Mill,Matsuura_MAM72,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,1258,11,0.9,Yes,Dent,Machine_Broke_Down,228
First 6:00AM-2:30PM,430 Stainless Steel,Mill,YCM_2,Tight_Tolerance,Yes,Beadblast,Yes,Fasteners,Part_Deburred_On_Machine,628,15,2.38,No,Missing_Feature,Incorrect_Tool_Used,630
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Miyano_BND,Standard,Yes,Gold_Anodize,No,None,Manually Deburred,2244,26,1.18,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,745
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_1,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,10,0,1.07,Yes,None,None,85
First 6:00AM-2:30PM,7075 Aluminum,Mill,YCM_2,Standard,No,None,No,None,Part_Deburred_On_Machine,2606,78,2.98,Yes,Thread_Defect,Tool_On_Machine_Broke,1099
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Samsung_SL15E,Standard,Yes,Zinc_Plating,No,None,Manually Deburred,196,1,0.32,No,Dent,Incorrect_Tool_Used,420
Second 1:30PM to 9:30PM,Steel,Mill,YCM_1,High_Precision,Yes,Chem_Film,Yes,Hinge,Manually Deburred,2754,97,3.53,No,Burrs_In_Part,Tool_On_Machine_Broke,1718
First 6:00AM-2:30PM,303 Stainless Steel,Mill,YCM_2,High_Precision,Yes,Passivation,No,None,Manually Deburred,72,3,4.29,No,Out_Of_Tolerance,Loaded_Part_On_Wrong_Size,446
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Miyano_BND,High_Precision,No,None,No,None,Manually Deburred,902,39,4.28,No,Missing_Feature,Incorrect_Print,614
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Standard,No,None,No,None,Part_Deburred_On_Machine,652,28,4.29,No,Out_Of_Tolerance,Machine_Broke_Down,449
First 6:00AM-2:30PM,303 Stainless Steel,Mill,Doosan_HC400_II,Tight_Tolerance,Yes,Nickel_Plating,Yes,Screw,Manually Deburred,1506,70,4.66,Yes,Scratches,Operator_Mistake,1367
First 6:00AM-2:30PM,7075 Aluminum,Mill,Doosan_HC400_II,Secondary_Operation,Yes,Passivation,No,None,Manually Deburred,2839,127,4.47,No,Burrs_In_Part,Operator_Mistake,2058
First 6:00AM-2:30PM,304 Stainless Steel,Mill,Doosan_HC400_II,Standard,No,None,Yes,Bolts,Part_Deburred_On_Machine,2489,31,1.23,No,Burrs_In_Part,Operator_Mistake,538
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Big_Wia,High_Precision,No,None,No,None,Part_Deburred_On_Machine,360,13,3.55,Yes,Burrs_In_Part,Operator_Mistake,254
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Big_Wia,Tight_Tolerance,Yes,Passivation,No,None,Manually Deburred,1507,39,2.61,Yes,Missing_Feature,Machine_Broke_Down,914
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Small_Wia,Standard,Yes,Colored_Hard_Anodize,No,None,Part_Deburred_On_Machine,968,39,4.07,Yes,Thread_Defect,Tool_On_Machine_Broke,892
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Samsung_SL15E,High_Precision,Yes,Chem_Film,Yes,Hinge,Manually Deburred,1648,48,2.92,No,Incorrect_Engraving,Material_Defect,1081
First 6:00AM-2:30PM,Steel,Lathe,Miyano_BND,Tight_Tolerance,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,1663,37,2.21,No,Damage_To_Surface,Incorrect_Tool_Used,616
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_2,Standard,No,None,Yes,Hinge,Manually Deburred,1923,42,2.17,Yes,Out_Of_Tolerance,Careless_Deburring,703
First 6:00AM-2:30PM,Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,No,None,Yes,Fasteners,Part_Deburred_On_Machine,1090,8,0.72,No,Material_Cut_Too_Small,Operator_Mistake,239
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Small_Wia,High_Precision,Yes,Nickel_Plating,No,None,Part_Deburred_On_Machine,1862,25,1.32,Yes,Burrs_In_Part,Careless_Deburring,710
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_2,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,839,35,4.21,No,Incorrect_Hole_Size,Improper_Setup,540
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,Yes,Zinc_Plating,Yes,Hinge,Manually Deburred,1345,57,4.27,No,Missing_Feature,Incorrect_Print,1198
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_2,Surface_Finish_Critical,No,None,Yes,Screw,Manually Deburred,2908,52,1.77,Yes,Scratches,Operator_Mistake,833
